energy_efficiency,co2_emissions,electric_vehicle_penetration,cost_efficiency,public_transport_usage
17.49080237694725,106.04612277000476,46.49991554949852,2.095361420930435,27.93472247226499
29.01428612819832,99.9368144347105,19.22559977993558,1.6482311338354827,15.689066509723482
24.6398788362281,76.42308687542901,27.331984718494308,2.911246312159852,17.58155349833296
21.97316968394073,141.0900005152232,43.164031842890914,1.0474461274605955,20.840267690855303
13.12037280884873,121.49362407629434,34.104467226224,1.969641039997352,22.219200061896903
13.119890406724052,179.85514884860055,46.92855193174469,2.2505250374755565,24.535708552632645
11.16167224336399,54.81643707230874,58.06039506114298,2.563911223363454,25.327601737809665
27.323522915498703,146.58018913326896,15.827334385759874,1.5174275760700178,37.34298072925216
22.022300234864176,164.44233177673416,45.478385819903046,2.217304769143704,40.57439144956248
24.16145155592091,163.92298537824604,21.517207781605727,1.258003678460707,28.532752487581355
10.411689885916047,182.9110950643288,30.72383637037846,1.5886902309045507,64.43778519524369
29.39819704323989,159.3550614244241,11.643136289756992,2.739067828008498,43.18838340033727
26.64885281600844,189.17150924715443,16.795369114634948,2.874769023327386,57.248615682004406
14.246782213565524,99.89848997313372,25.988864452444982,2.297043367318162,65.4542699452506
13.636499344142011,125.48141251273148,27.099290264399247,1.4358797269404626,19.788106874548312
13.668090197068675,52.1119494924336,54.97926082310479,2.55014447493666,35.672469022938074
16.084844859190753,51.04363809549368,47.09064546332576,0.5646677043135504,35.992624102876526
20.49512863264476,86.01899306772799,58.60914840935205,0.7568647763485526,31.26833502630125
18.638900372842315,65.12107957086279,39.95357551676203,2.1534343409384027,10.534351993098396
15.82458280396084,89.03170519036304,22.0856866045659,1.2281214381751435,58.958326466685705
22.237057894447588,76.5564941792596,26.382751496082143,2.8784655460011943,16.693559293234166
12.789877213040835,54.278003725797234,25.991796164598355,1.5901515302307618,69.72883587530553
15.842892970704362,186.39562196090745,26.32471638316258,1.5734120509729426,56.3775095146709
17.327236865873836,51.23346970833373,43.64820865559079,2.195198775477328,44.80060105639087
19.12139968434072,160.41232165056283,36.540396404520806,2.418921405765474,19.276385064495848
25.703519227860276,72.82218303792749,29.271208904332216,1.6888968453128412,40.92357828359482
13.993475643167194,186.83444329994,17.45448843643583,1.0350022542793105,25.666524451468533
